id,cement,slag,ash,water,superplastic,coarseagg,fineagg,age,strength
A445,250,0,95.7,187.4,5.5,956.9,861.2,56,38.33
A446,250,0,95.7,187.4,5.5,956.9,861.2,100,42.35
A447,250,0,95.7,191.8,5.3,948.9,857.2,100,41.16
A448,250.2,166.8,0,203.5,0,977.6,694.1,3,9.73
A449,250.2,166.8,0,203.5,0,977.6,694.1,7,19.35
A450,250.2,166.8,0,203.5,0,977.6,694.1,28,36.96
A451,250.2,166.8,0,203.5,0,977.6,694.1,90,47.71
A452,251.4,0,118.3,192.9,5.8,1043.6,754.3,3,11.98
A453,251.4,0,118.3,188.5,5.8,1028.4,757.7,3,17.22
A454,251.4,0,118.3,188.5,6.4,1028.4,757.7,3,13.12
A455,251.4,0,118.3,188.5,6.4,1028.4,757.7,14,24.43
A456,251.4,0,118.3,188.5,5.8,1028.4,757.7,14,29.93
A457,251.4,0,118.3,192.9,5.8,1043.6,754.3,14,20.73
A458,251.4,0,118.3,192.9,5.8,1043.6,754.3,28,33.27
A459,251.4,0,118.3,188.5,6.4,1028.4,757.7,28,32.66
A460,251.4,0,118.3,188.5,5.8,1028.4,757.7,28,29.65
A461,251.4,0,118.3,188.5,6.4,1028.4,757.7,56,36.64
A462,251.4,0,118.3,188.5,5.8,1028.4,757.7,56,36.97
A463,251.4,0,118.3,192.9,5.8,1043.6,754.3,56,39.27
A464,251.4,0,118.3,188.5,6.4,1028.4,757.7,100,44.21
A465,251.4,0,118.3,188.5,5.8,1028.4,757.7,100,43.58
A466,251.4,0,118.3,192.9,5.8,1043.6,754.3,100,40.15
A467,251.8,0,99.9,146.1,12.4,1006,899.8,3,21.02
A468,251.8,0,99.9,146.1,12.4,1006,899.8,14,33.36
A469,251.8,0,99.9,146.1,12.4,1006,899.8,28,33.94
A470,251.8,0,99.9,146.1,12.4,1006,899.8,56,44.14
A471,251.8,0,99.9,146.1,12.4,1006,899.8,100,45.37
A472,252,0,0,186,0,1111,784,7,11.47
A473,252,0,0,185,0,1111,784,7,13.71
A474,252,97,76,194,8,835,821,28,33.4
A475,252,0,0,185,0,1111,784,28,19.69
A476,252,0,0,185,0,1111,784,28,19.69
A477,252.1,97.1,75.6,193.8,8.3,835.5,821.4,28,33.4
A478,252.3,0,98.8,146.3,14.2,987.8,889,3,21.78
A479,252.3,0,98.8,146.3,14.2,987.8,889,14,42.29
A480,252.3,0,98.8,146.3,14.2,987.8,889,28,50.6
A481,252.3,0,98.8,146.3,14.2,987.8,889,56,55.83
A482,252.3,0,98.8,146.3,14.2,987.8,889,100,60.95
A483,252.5,0,0,185.7,0,1111.6,784.3,7,11.48
A484,252.5,0,0,185.7,0,1111.6,784.3,28,19.77
A485,254,0,0,198,0,968,863,3,9.31
A486,254,0,0,198,0,968,863,90,26.94
A487,254,0,0,198,0,968,863,180,27.63
A488,254,0,0,198,0,968,863,365,29.79
A489,255,0,0,192,0,889.8,945,3,8.2
A490,255,0,0,192,0,889.8,945,7,10.22
A491,255,99,77,189,6,919,749,28,33.8
A492,255,0,0,192,0,889.8,945,28,18.75
A493,255,0,0,192,0,889.8,945,90,21.86
A494,255.3,98.8,77,188.6,6.5,919,749.3,28,33.8
A495,255.5,170.3,0,185.7,0,1026.6,724.3,7,17.24
A496,255.5,170.3,0,185.7,0,1026.6,724.3,28,32.05
A497,259.9,100.6,78.4,170.6,10.4,935.7,762.9,28,49.77
A498,260,101,78,171,10,936,763,28,49.77
A499,260.9,100.5,78.3,200.6,8.6,864.5,761.5,28,32.4
A500,261,100,78,201,9,864,761,28,32.4
A501,261.9,110.5,86.1,195.4,5,895.2,732.6,28,33.72
A502,262,111,86,195,5,895,733,28,33.72
A503,264.5,111,86.5,195.5,5.9,832.6,790.4,28,41.54
A504,265,111,86,195,6,833,790,28,41.54
A505,266,114,0,228,0,932,670,28,45.85
A506,266,112,87,178,10,910,745,28,39.42
A507,266,114,0,228,0,932,670,90,47.03
A508,266,114,0,228,0,932,670,180,48.7
A509,266,114,0,228,0,932,670,270,51.73
A510,266,114,0,228,0,932,670,365,52.91
A511,266.2,112.3,87.5,177.9,10.4,909.7,744.5,28,39.42
A512,272.6,0,89.6,198.7,10.6,931.3,762.2,28,32.25
A513,272.8,181.9,0,185.7,0,1012.4,714.3,7,19.77
A514,272.8,105.1,81.8,209.7,9,904,679.7,28,37.17
A515,272.8,181.9,0,185.7,0,1012.4,714.3,28,31.38
A516,273,0,90,199,11,931,762,28,32.24
A517,273,105,82,210,9,904,680,28,37.17
A518,275,0,0,183,0,1088,808,7,14.2
A519,275,180,120,162,10.4,830,765,28,76.24
A520,275,0,0,183,0,1088,808,28,24.5
A521,275.1,0,121.4,159.5,9.9,1053.6,777.5,3,23.8
A522,275.1,0,121.4,159.5,9.9,1053.6,777.5,14,38.77
A523,275.1,0,121.4,159.5,9.9,1053.6,777.5,28,51.33
A524,275.1,0,121.4,159.5,9.9,1053.6,777.5,56,56.85
A525,275.1,0,121.4,159.5,9.9,1053.6,777.5,100,58.61
A526,276,116,90,180,9,870,768,28,44.28
A527,276.4,116,90.3,179.6,8.9,870.1,768.3,28,44.28
A528,277,0,0,191,0,968,856,3,11.36
A529,277,0,0,191,0,968,856,14,21.26
A530,277,116.8,91,190.6,7,946.5,665.6,28,43.58
A531,277,0,0,191,0,968,856,28,25.97
A532,277,117,91,191,7,946,666,28,43.57
A533,277,0,0,191,0,968,856,90,31.25
A534,277,0,0,191,0,968,856,180,32.33
A535,277,0,0,191,0,968,856,360,33.7
A536,277.1,0,97.4,160.6,11.8,973.9,875.6,3,23.14
A537,277.1,0,97.4,160.6,11.8,973.9,875.6,14,41.89
A538,277.1,0,97.4,160.6,11.8,973.9,875.6,28,48.28
A539,277.1,0,97.4,160.6,11.8,973.9,875.6,56,51.04
A540,277.1,0,97.4,160.6,11.8,973.9,875.6,100,55.64
A541,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3,30.45
A542,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,14,47.71
A543,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28,63.14
A544,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56,66.82
A545,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100,66.95
A546,279.8,128.9,100.4,172.4,9.5,825.1,804.9,28,52.83
A547,280,129,100,172,9,825,805,28,52.82
A548,281,0,0,186,0,1104,774,7,14.5
A549,281,0,0,186,0,1104,774,28,22.44
A550,281,0,0,185,0,1104,774,28,22.44
A551,284,15,141,179,5.5,842,801,3,13.4
A552,284,15,141,179,5.5,842,801,7,24.13
A553,284,120,0,168,7,970,794,28,40.93
A554,284,15,141,179,5.5,842,801,28,43.73
A555,284,119.7,0,168.3,7.2,970.4,794.2,28,40.93
A556,284,15,141,179,5.5,842,801,56,44.52
A557,285,190,0,163,7.6,1031,685,28,53.58
A558,286.3,200.9,0,144.7,11.2,1004.6,803.7,3,24.4
A559,286.3,200.9,0,144.7,11.2,1004.6,803.7,7,38
A560,286.3,200.9,0,144.7,11.2,1004.6,803.7,28,67.7
A561,286.3,200.9,0,144.7,11.2,1004.6,803.7,56,72.99
A562,286.3,200.9,0,144.7,11.2,1004.6,803.7,91,76.8
A563,287,121,94,188,9,904,696,28,41.94
A564,287.3,120.5,93.9,187.6,9.2,904.4,695.9,28,43.8
A565,288,192,0,192,0,932,717.8,3,16.11
A566,288,192,0,192,0,932,717.8,7,23.52
A567,288,192,0,192,0,932,717.8,28,38.8
A568,288,121,0,177,7,908,829,28,42.13
A569,288,192,0,192,0,932,717.8,90,50.53
A570,288.4,121,0,177.4,7,907.9,829.5,28,42.14
A571,289,0,0,192,0,913.2,895.3,3,11.65
A572,289,0,0,192,0,913.2,895.3,7,14.6
A573,289,134,0,195,6,924,760,28,46.24
A574,289,133.7,0,194.9,5.5,924.1,760.1,28,46.25
A575,289,0,0,192,0,913.2,895.3,28,25.57
A576,289,0,0,192,0,913.2,895.3,90,32.07
A577,290.2,193.5,0,185.7,0,998.2,704.3,7,21.86
A578,290.2,193.5,0,185.7,0,998.2,704.3,28,33.04
A579,290.4,0,96.2,168.1,9.4,961.2,865,3,22.5
A580,290.4,0,96.2,168.1,9.4,961.2,865,14,34.67
A581,290.4,0,96.2,168.1,9.4,961.2,865,28,34.74
A582,290.4,0,96.2,168.1,9.4,961.2,865,56,45.08
A583,290.4,0,96.2,168.1,9.4,961.2,865,100,48.97
A584,295,0,0,185,0,1069,769,7,14.8
A585,295,0,0,185,0,1069,769,28,25.18
A586,295.7,0,95.6,171.5,8.9,955.1,859.2,3,22.95
A587,295.7,0,95.6,171.5,8.9,955.1,859.2,14,35.23
A588,295.7,0,95.6,171.5,8.9,955.1,859.2,28,39.94
A589,295.7,0,95.6,171.5,8.9,955.1,859.2,56,48.72
A590,295.7,0,95.6,171.5,8.9,955.1,859.2,100,52.04
A591,295.8,0,0,185.7,0,1091.4,769.3,7,14.84
A592,295.8,0,0,185.7,0,1091.4,769.3,28,25.22
A593,296,0,0,192,0,1085,765,7,14.2
A594,296,0,0,186,0,1090,769,7,18.91
A595,296,0,0,192,0,1085,765,28,21.65
A596,296,0,107,221,11,819,778,28,31.42
A597,296,0,0,186,0,1090,769,28,25.18
A598,296,0,106.7,221.4,10.5,819.2,778.4,28,31.42
A599,296,0,0,192,0,1085,765,90,29.39
A600,297,0,0,186,0,1040,734,7,30.96
A601,297.2,0,117.5,174.8,9.5,1022.8,753.5,3,21.91
A602,297.2,0,117.5,174.8,9.5,1022.8,753.5,14,36.99
A603,297.2,0,117.5,174.8,9.5,1022.8,753.5,28,47.4
A604,297.2,0,117.5,174.8,9.5,1022.8,753.5,56,51.96
A605,297.2,0,117.5,174.8,9.5,1022.8,753.5,100,56.74
A606,297.8,137.2,106.9,201.3,6,878.4,655.3,28,53.52
A607,298,137,107,201,6,878,655,28,53.52
A608,298,0,107,164,13,953,784,28,35.86
A609,298,0,107,210,11,880,744,28,31.87
A610,298,0,107,186,6,879,815,28,42.64
A611,298.1,0,107.5,163.6,12.8,953.2,784,28,35.87
A612,298.1,0,107,186.4,6.1,879,815.2,28,42.64
A613,298.2,0,107,209.7,11.1,879.6,744.2,28,31.88
A614,299.8,0,119.8,211.5,9.9,878.2,727.6,28,23.84
A615,300,0,0,184,0,1075,795,7,15.58
A616,300,0,120,212,10,878,728,28,23.84
A617,300,0,0,184,0,1075,795,28,26.85
A618,302,0,0,203,0,974,817,14,18.13
A619,302,0,0,203,0,974,817,28,21.75
A620,302,0,0,203,0,974,817,180,26.74
A621,303.6,139.9,0,213.5,6.2,895.5,722.5,28,33.42
A622,304,76,0,228,0,932,670,28,47.81
A623,304,140,0,214,6,895,722,28,33.42
A624,304,76,0,228,0,932,670,90,49.19
A625,304,76,0,228,0,932,670,180,50.95
A626,304,76,0,228,0,932,670,270,54.38
A627,304,76,0,228,0,932,670,365,55.26
A628,304.8,0,99.6,196,9.8,959.4,705.2,28,30.12
A629,305,0,100,196,10,959,705,28,30.12
A630,305.3,203.5,0,203.5,0,965.4,631,3,14.14
A631,305.3,203.5,0,203.5,0,965.4,631,7,25.89
A632,305.3,203.5,0,203.5,0,965.4,631,28,43.38
A633,305.3,203.5,0,203.5,0,965.4,631,90,54.6
A634,307,0,0,193,0,968,812,3,12.54
A635,307,0,0,193,0,968,812,28,27.53
A636,307,0,0,193,0,968,812,90,32.92
A637,307,0,0,193,0,968,812,180,34.49
A638,307,0,0,193,0,968,812,365,36.15
A639,309.9,142.8,111.2,167.8,22.1,913.9,651.2,28,38.22
A640,310,0,0,192,0,1012,830,3,11.85
A641,310,0,0,192,0,971,850.6,3,9.87
A642,310,0,0,192,0,1012,830,7,17.24
A643,310,0,0,192,0,970,850,7,14.99
A644,310,143,0,168,10,914,804,28,45.3
A645,310,0,0,192,0,1012,830,28,27.83
A646,310,142.8,0,167.9,10,914.3,804,28,45.3
A647,310,143,111,168,22,914,651,28,33.69
A648,310,0,0,192,0,970,850,28,27.92
A649,310,0,0,192,0,1012,830,90,35.76
A650,310,0,0,192,0,970,850,90,34.68
A651,310,0,0,192,0,1012,830,120,38.7
A652,310,0,0,192,0,970,850,180,37.33
A653,310,0,0,192,0,970,850,360,38.11
A654,312.7,0,0,178.1,8,999.7,822.2,28,25.1
A655,312.7,144.7,0,127.3,8,999.7,822.2,28,44.52
A656,312.9,160.5,0,177.6,9.6,916.6,759.5,28,52.45
A657,313,145,0,127,8,1000,822,28,44.52
A658,313,0,113,178,8,1002,689,28,36.8
A659,313,145,0,178,8,1002,689,28,41.05
A660,313,161,0,178,10,917,759,28,52.44
A661,313,145,0,178,8,867,824,28,44.39
A662,313,0,0,178,8,1000,822,28,25.1
A663,313.3,262.2,0,175.5,8.6,1046.9,611.8,3,28.8
A664,313.3,262.2,0,175.5,8.6,1046.9,611.8,7,42.8
A665,313.3,0,113,178.5,8,1001.9,688.7,28,36.8
A666,313.3,145,0,178.5,8,1001.9,688.7,28,41.05
A667,313.3,145,0,178.5,8,867.2,824,28,40.93
A668,313.3,262.2,0,175.5,8.6,1046.9,611.8,28,59.8
A669,313.3,262.2,0,175.5,8.6,1046.9,611.8,56,64.9
A670,313.3,262.2,0,175.5,8.6,1046.9,611.8,91,66.6
A671,313.8,0,112.6,169.9,10.1,925.3,782.9,28,38.46
A672,314,0,113,170,10,925,783,28,38.46
A673,314,145.3,113.2,178.9,8,869.1,690.2,28,46.23
A674,314,145,113,179,8,869,690,28,46.23
A675,315,137,0,145,5.9,1130,745,28,81.75
A676,316.1,210.7,0,185.7,0,977,689.3,7,24.44
A677,316.1,210.7,0,185.7,0,977,689.3,28,38.7
A678,317.9,0,126.5,209.7,5.7,860.5,736.6,28,40.06
A679,318,0,126,210,6,861,737,28,40.06
A680,318.8,212.5,0,155.7,14.3,852.1,880.4,3,25.2
A681,318.8,212.5,0,155.7,14.3,852.1,880.4,7,33.4
A682,318.8,212.5,0,155.7,14.3,852.1,880.4,28,55.5
A683,318.8,212.5,0,155.7,14.3,852.1,880.4,56,66.1
A684,318.8,212.5,0,155.7,14.3,852.1,880.4,91,68.1
A685,321,0,128,182,11,870,780,28,37.26
A686,321,164,0,190,5,870,774,28,57.21
A687,321.3,164.2,0,190.5,4.6,870,774,28,57.22
A688,321.4,0,127.9,182.5,11.5,870.1,779.7,28,37.27
A689,322,0,0,203,0,974,800,14,20.77
A690,322,149,0,186,8,951,709,28,52.42
A691,322,0,0,203,0,974,800,28,25.18
A692,322,0,116,196,10,818,813,28,31.18
A693,322,0,0,203,0,974,800,180,29.59
A694,322.2,0,115.6,196,10.4,817.9,813.4,28,31.18
A695,322.5,148.6,0,185.8,8.5,951,709.5,28,52.43
A696,323.7,282.8,0,183.8,10.3,942.7,659.9,3,28.3
A697,323.7,282.8,0,183.8,10.3,942.7,659.9,7,49.8
A698,323.7,282.8,0,183.8,10.3,942.7,659.9,28,74.7
A699,323.7,282.8,0,183.8,10.3,942.7,659.9,56,80.2
A700,325,0,0,184,0,1063,783,7,17.54
A701,325,0,0,184,0,1063,783,28,30.57
A702,325.6,166.4,0,174,8.9,881.6,790,28,61.24
A703,326,0,138,199,11,801,792,28,40.68
A704,326,166,0,174,9,882,790,28,61.23
A705,326.5,0,137.9,199,10.8,801.1,792.5,28,38.63
A706,330.5,169.6,0,194.9,8.1,811,802.3,28,56.62
A707,331,0,0,192,0,978,825,3,13.52
A708,331,0,0,192,0,1025,821,3,14.31
A709,331,0,0,192,0,879,825,3,13.52
A710,331,0,0,192,0,978,825,7,16.26
A711,331,0,0,192,0,1025,821,7,17.44
A712,331,0,0,192,0,1025,821,28,31.74
A713,331,0,0,192,0,978,825,28,31.45
A714,331,170,0,195,8,811,802,28,56.61
A715,331,0,0,192,0,1025,821,90,37.91
A716,331,0,0,192,0,978,825,90,37.23
A717,331,0,0,192,0,1025,821,120,39.38
A718,331,0,0,192,0,978,825,180,39
A719,331,0,0,192,0,978,825,360,41.24
A720,332.5,142.5,0,228,0,932,594,7,30.28
A721,332.5,142.5,0,228,0,932,594,28,33.02
A722,332.5,142.5,0,228,0,932,594,90,37.72
A723,332.5,142.5,0,228,0,932,594,180,39.78
A724,332.5,142.5,0,228,0,932,594,270,40.27
A725,332.5,142.5,0,228,0,932,594,365,41.05
A726,333,0,0,192,0,931.2,842.6,3,15.62
A727,333,0,0,192,0,931.2,842.6,7,23.4
A728,333,0,0,192,0,931.2,842.6,28,31.97
A729,333,17.5,163,167,17.9,996,652,28,47.28
A730,333,0,0,192,0,931.2,842.6,90,41.68
A731,334,17.6,158,189,15.3,967,633,28,44.33
A732,336,0,0,182,3,986,817,28,44.86
A733,336.5,0,0,181.9,3.4,985.8,816.8,28,44.87
A734,337.9,189,0,174.9,9.5,944.7,755.8,3,24.1
A735,337.9,189,0,174.9,9.5,944.7,755.8,7,35.1
A736,337.9,189,0,174.9,9.5,944.7,755.8,28,49.9
A737,337.9,189,0,174.9,9.5,944.7,755.8,56,59.89
A738,337.9,189,0,174.9,9.5,944.7,755.8,91,67.8
A739,339,0,0,197,0,968,781,3,13.22
A740,339,0,0,185,0,1069,754,7,21.16
A741,339,0,0,197,0,968,781,7,20.97
A742,339,0,0,197,0,968,781,14,27.04
A743,339,0,0,197,0,968,781,28,32.04
A744,339,0,0,185,0,1069,754,28,31.84
A745,339,0,0,185,0,1060,754,28,31.65
A746,339,0,0,197,0,968,781,90,35.17
A747,339,0,0,197,0,968,781,180,36.45
A748,339,0,0,197,0,968,781,365,38.89
A749,339.2,0,0,185.7,0,1069.2,754.3,7,21.18
A750,339.2,0,0,185.7,0,1069.2,754.3,28,31.9
A751,342,38,0,228,0,932,670,90,50.46
A752,342,38,0,228,0,932,670,180,52.12
A753,342,38,0,228,0,932,670,270,55.06
A754,342,38,0,228,0,932,670,365,56.14
A755,349,0,0,192,0,1047,806.9,3,15.05
A756,349,0,0,192,0,1047,806,3,14.99
A757,349,0,0,192,0,1056,809,3,15.87
A758,349,0,0,192,0,1047,806,7,18.13
A759,349,0,0,192,0,1056,809,7,9.01
A760,349,0,0,192,0,1047,806,28,32.72
A761,349,0,0,192,0,1056,809,28,33.61
A762,349,0,0,192,0,1047,806,90,39.49
A763,349,0,0,192,0,1056,809,90,40.66
A764,349,0,0,192,0,1056,809,120,40.86
A765,349,0,0,192,0,1047,806,180,41.05
A766,349,0,0,192,0,1047,806,360,42.13
A767,350,0,0,186,0,1050,770,7,20.28
A768,350,0,0,203,0,974,775,7,18.13
A769,350,0,0,203,0,974,775,14,22.53
A770,350,0,0,186,0,1050,770,28,34.29
A771,350,0,0,203,0,974,775,28,27.34
A772,350,0,0,203,0,974,775,56,29.98
A773,350,0,0,203,0,974,775,90,31.35
A774,350,0,0,203,0,974,775,180,32.72
A775,355,19,97,145,13.1,967,871,28,44.03
A776,355,19,97,145,12.3,967,871,28,55.45
A777,355.9,0,141.6,193.3,11,801.4,778.4,28,40.87
A778,356,0,142,193,11,801,778,28,40.87
A779,356,119,0,160,9,1061,657,28,59
A780,359,19,141,154,10.9,942,801,3,23.64
A781,359,19,141,154,10.9,942,801,3,25.12
A782,359,19,141,154,10.9,942,801,7,35.75
A783,359,19,141,154,10.9,942,801,7,38.61
A784,359,19,141,154,10.9,942,801,28,59.49
A785,359,19,141,154,10.9,942,801,28,62.94
A786,359,19,141,154,10.9,942,801,56,66.78
A787,359,19,141,154,10.9,942,801,56,68.75
A788,362.6,189,0,164.9,11.6,944.7,755.8,3,35.3
A789,362.6,189,0,164.9,11.6,944.7,755.8,3,35.3
A790,362.6,189,0,164.9,11.6,944.7,755.8,3,35.3
A791,362.6,189,0,164.9,11.6,944.7,755.8,3,35.3
A792,362.6,189,0,164.9,11.6,944.7,755.8,7,55.9
A793,362.6,189,0,164.9,11.6,944.7,755.8,7,22.9
A794,362.6,189,0,164.9,11.6,944.7,755.8,7,55.9
A795,362.6,189,0,164.9,11.6,944.7,755.8,7,55.9
A796,362.6,189,0,164.9,11.6,944.7,755.8,28,71.3
A797,362.6,189,0,164.9,11.6,944.7,755.8,28,71.3
A798,362.6,189,0,164.9,11.6,944.7,755.8,28,71.3
A799,362.6,189,0,164.9,11.6,944.7,755.8,28,71.3
A800,362.6,189,0,164.9,11.6,944.7,755.8,56,77.3
A801,362.6,189,0,164.9,11.6,944.7,755.8,56,77.3
A802,362.6,189,0,164.9,11.6,944.7,755.8,56,77.3
A803,362.6,189,0,164.9,11.6,944.7,755.8,56,77.3
A804,362.6,189,0,164.9,11.6,944.7,755.8,91,79.3
A805,362.6,189,0,164.9,11.6,944.7,755.8,91,79.3
A806,362.6,189,0,164.9,11.6,944.7,755.8,91,79.3
A807,362.6,189,0,164.9,11.6,944.7,755.8,91,79.3
A808,366,187,0,191.3,6.6,824.3,756.9,28,65.91
A809,366,187,0,191,7,824,757,28,65.91
A810,374,189.2,0,170.1,10.1,926.1,756.7,3,34.4
A811,374,189.2,0,170.1,10.1,926.1,756.7,7,46.2
A812,374,189.2,0,170.1,10.1,926.1,756.7,28,61.09
A813,374,0,0,190,7,1013,730,28,39.05
A814,374,189.2,0,170.1,10.1,926.1,756.7,56,63.4
A815,374,189.2,0,170.1,10.1,926.1,756.7,91,64.9
A816,374.3,0,0,190.2,6.7,1013.2,730.4,28,39.06
A817,375,93.8,0,126.6,23.4,852.1,992.6,3,29
A818,375,93.8,0,126.6,23.4,852.1,992.6,7,45.7
A819,375,0,0,186,0,1038,758,7,26.06
A820,375,93.8,0,126.6,23.4,852.1,992.6,28,56.7
A821,375,0,0,186,0,1038,758,28,38.21
A822,375,93.8,0,126.6,23.4,852.1,992.6,56,60.2
A823,375,93.8,0,126.6,23.4,852.1,992.6,91,62.5
A824,376,0,0,214.6,0,1003.5,762.4,3,16.28
A825,376,0,0,214.6,0,1003.5,762.4,14,25.62
A826,376,0,0,214.6,0,1003.5,762.4,28,31.97
A827,376,0,0,214.6,0,1003.5,762.4,56,36.3
A828,376,0,0,214.6,0,1003.5,762.4,100,43.06
A829,379.5,151.2,0,153.9,15.9,1134.3,605,3,28.6
A830,379.5,151.2,0,153.9,15.9,1134.3,605,7,47.1
A831,379.5,151.2,0,153.9,15.9,1134.3,605,28,52.2
A832,379.5,151.2,0,153.9,15.9,1134.3,605,56,54.9
A833,379.5,151.2,0,153.9,15.9,1134.3,605,91,56.5
A834,380,95,0,228,0,932,594,7,32.82
A835,380,95,0,228,0,932,594,28,36.45
A836,380,0,0,228,0,932,670,90,52.91
A837,380,95,0,228,0,932,594,90,40.56
A838,380,0,0,228,0,932,670,180,53.1
A839,380,95,0,228,0,932,594,180,40.76
A840,380,95,0,228,0,932,594,270,41.15
A841,380,0,0,228,0,932,670,270,53.3
A842,380,95,0,228,0,932,594,365,43.7
A843,380,0,0,228,0,932,670,365,52.52
A844,381.4,0,0,185.7,0,1104.6,784.3,7,14.54
A845,381.4,0,0,185.7,0,1104.6,784.3,28,22.49
A846,382,0,0,186,0,1047,739,7,24
A847,382,0,0,186,0,1111,784,7,11.47
A848,382,0,0,185,0,1047,739,7,24
A849,382,0,0,185,0,1047,739,28,37.42
A850,382,0,0,186,0,1047,739,28,37.42
A851,382.5,0,0,185.7,0,1047.8,739.3,7,24.07
A852,382.5,0,0,185.7,0,1047.8,739.3,28,37.44
A853,385,0,0,186,0,966,763,1,6.27
A854,385,0,0,186,0,966,763,3,14.7
A855,385,0,0,186,0,966,763,7,23.22
A856,385,0,0,186,0,966,763,14,27.92
A857,385,0,0,186,0,966,763,28,31.35
A858,385,0,136,158,20,903,768,28,55.55
A859,387,20,94,157,13.9,938,845,3,25.51
A860,387,20,94,157,14.3,938,845,3,22.75
A861,387,20,94,157,11.6,938,845,3,34.77
A862,387,20,94,157,13.9,938,845,7,45.9
A863,387,20,94,157,14.3,938,845,7,36.84
A864,387,20,94,157,11.6,938,845,7,41.67
A865,387,20,94,157,13.9,938,845,28,46.68
A866,387,20,94,157,11.6,938,845,28,46.68
A867,387,20,94,157,14.3,938,845,28,50.24
A868,387,20,94,157,11.6,938,845,56,61.46
A869,387,20,94,157,14.3,938,845,56,56.34
A870,387,20,94,157,13.9,938,845,56,47.97
A871,388.6,97.1,0,157.9,12.1,852.1,925.7,3,28.1
A872,388.6,97.1,0,157.9,12.1,852.1,925.7,7,34.9
A873,388.6,97.1,0,157.9,12.1,852.1,925.7,28,50.7
A874,388.6,97.1,0,157.9,12.1,852.1,925.7,56,55.2
A875,388.6,97.1,0,157.9,12.1,852.1,925.7,91,57.6
A876,389.9,189,0,145.9,22,944.7,755.8,3,40.6
A877,389.9,189,0,145.9,22,944.7,755.8,7,59.09
A878,389.9,189,0,145.9,22,944.7,755.8,28,74.5
A879,389.9,189,0,145.9,22,944.7,755.8,56,79.4
A880,389.9,189,0,145.9,22,944.7,755.8,91,82.6
A881,393,0,0,192,0,940.6,785.6,3,19.2
A882,393,0,0,192,0,940,758,3,19.11
A883,393,0,0,192,0,940.6,785.6,7,27.74
A884,393,0,0,192,0,940.6,785.6,28,39.6
A885,393,0,0,192,0,940,758,28,39.58
A886,393,0,0,192,0,940.6,785.6,90,48.85
A887,393,0,0,192,0,940,758,90,48.79
A888,397,0,0,185.7,0,1040.6,734.3,7,25.45
A889,397,17.2,158,167,20.8,967,633,28,55.65
A890,397,0,0,185,0,1040,734,28,39.09
A891,397,0,0,185.7,0,1040.6,734.3,28,33.08
A892,397,0,0,186,0,1040,734,28,36.94
A893,400,0,0,187,0,1025,745,7,30.14
A894,400,0,0,187,0,1025,745,28,43.7
A895,401.8,94.7,0,147.4,11.4,946.8,852.1,3,41.1
A896,401.8,94.7,0,147.4,11.4,946.8,852.1,7,54.1
A897,401.8,94.7,0,147.4,11.4,946.8,852.1,28,68.5
A898,401.8,94.7,0,147.4,11.4,946.8,852.1,56,73.7
A899,401.8,94.7,0,147.4,11.4,946.8,852.1,91,75.5
A900,405,0,0,175,0,1120,695,28,52.3
A901,424,22,132,168,8.9,822,750,3,32.11
A902,424,22,132,178,8.5,882,750,3,32.01
A903,424,22,132,178,8.5,822,750,7,39
A904,424,22,132,168,8.9,822,750,7,40.29
A905,424,22,132,168,8.9,822,750,28,72.1
A906,424,22,132,178,8.5,822,750,28,62.05
A907,424,22,132,178,8.5,822,750,56,65.7
A908,424,22,132,168,8.9,822,750,56,74.36
A909,425,106.3,0,153.5,16.5,852.1,887.1,3,33.4
A910,425,106.3,0,153.5,16.5,852.1,887.1,3,33.4
A911,425,106.3,0,153.5,16.5,852.1,887.1,3,33.4
A912,425,106.3,0,151.4,18.6,936,803.7,3,36.3
A913,425,106.3,0,153.5,16.5,852.1,887.1,7,49.2
A914,425,106.3,0,151.4,18.6,936,803.7,7,46.8
A915,425,106.3,0,153.5,16.5,852.1,887.1,7,49.2
A916,425,106.3,0,153.5,16.5,852.1,887.1,7,49.2
A917,425,106.3,0,153.5,16.5,852.1,887.1,28,60.29
A918,425,106.3,0,153.5,16.5,852.1,887.1,28,60.29
A919,425,106.3,0,151.4,18.6,936,803.7,28,61.8
A920,425,106.3,0,153.5,16.5,852.1,887.1,28,60.29
A921,425,106.3,0,151.4,18.6,936,803.7,56,64.9
A922,425,106.3,0,153.5,16.5,852.1,887.1,56,64.3
A923,425,106.3,0,153.5,16.5,852.1,887.1,56,64.3
A924,425,106.3,0,153.5,16.5,852.1,887.1,56,64.3
A925,425,106.3,0,153.5,16.5,852.1,887.1,91,65.2
A926,425,106.3,0,153.5,16.5,852.1,887.1,91,65.2
A927,425,106.3,0,153.5,16.5,852.1,887.1,91,65.2
A928,425,106.3,0,151.4,18.6,936,803.7,91,66.7
A929,427.5,47.5,0,228,0,932,594,7,35.08
A930,427.5,47.5,0,228,0,932,594,28,37.43
A931,427.5,47.5,0,228,0,932,594,90,41.54
A932,427.5,47.5,0,228,0,932,594,180,41.84
